hour,day_of_week,lighting_factor,crowd_density,historical_incident_density,weather_factor,road_environment_factor,risk_score
1,2,0.75,0.7,0.3,0.3,0.4,57.0
1,2,0.75,0.9,0.3,0.3,0.4,53.4
1,2,0.9,0.2,0.3,0.3,0.4,62.4
1,2,0.9,0.45,0.3,0.3,0.4,57.9
1,2,0.9,0.7,0.3,0.3,0.4,53.4
1,2,0.9,0.9,0.3,0.3,0.4,49.8
1,3,0.25,0.2,0.8,0.0,0.0,78.4
1,3,0.25,0.45,0.8,0.0,0.0,73.9
1,3,0.25,0.7,0.8,0.0,0.0,69.4
1,3,0.25,0.9,0.8,0.0,0.0,65.8
1,3,0.5,0.2,0.8,0.0,0.0,72.4
1,3,0.5,0.45,0.8,0.0,0.0,67.9
1,3,0.5,0.7,0.8,0.0,0.0,63.4
1,3,0.5,0.9,0.8,0.0,0.0,59.8
1,3,0.75,0.2,0.8,0.0,0.0,66.4
1,3,0.75,0.45,0.8,0.0,0.0,61.9
1,3,0.75,0.7,0.8,0.0,0.0,57.4
1,3,0.75,0.9,0.8,0.0,0.0,53.8
1,3,0.9,0.2,0.8,0.0,0.0,62.8
1,3,0.9,0.45,0.8,0.0,0.0,58.3
1,3,0.9,0.7,0.8,0.0,0.0,53.8
1,3,0.9,0.9,0.8,0.0,0.0,50.199999999999996
1,4,0.25,0.2,0.3,0.1,0.1,71.0
1,4,0.25,0.45,0.3,0.1,0.1,66.5
1,4,0.25,0.7,0.3,0.1,0.1,61.99999999999999
1,4,0.25,0.9,0.3,0.1,0.1,58.39999999999999
1,4,0.5,0.2,0.3,0.1,0.1,65.0
1,4,0.5,0.45,0.3,0.1,0.1,60.49999999999999
1,4,0.5,0.7,0.3,0.1,0.1,55.99999999999999
1,4,0.5,0.9,0.3,0.1,0.1,52.39999999999999
1,4,0.75,0.2,0.3,0.1,0.1,58.99999999999999
1,4,0.75,0.45,0.3,0.1,0.1,54.49999999999999
1,4,0.75,0.7,0.3,0.1,0.1,49.99999999999999
1,4,0.75,0.9,0.3,0.1,0.1,46.39999999999999
1,4,0.9,0.2,0.3,0.1,0.1,55.39999999999999
1,4,0.9,0.45,0.3,0.1,0.1,50.89999999999999
1,4,0.9,0.7,0.3,0.1,0.1,46.39999999999999
1,4,0.9,0.9,0.3,0.1,0.1,42.79999999999999
1,5,0.25,0.2,0.8,0.2,0.2,83.6
1,5,0.25,0.45,0.8,0.2,0.2,79.1
1,5,0.25,0.7,0.8,0.2,0.2,74.6
1,5,0.25,0.9,0.8,0.2,0.2,70.99999999999999
1,5,0.5,0.2,0.8,0.2,0.2,77.6
1,5,0.5,0.45,0.8,0.2,0.2,73.1
1,5,0.5,0.7,0.8,0.2,0.2,68.6
1,5,0.5,0.9,0.8,0.2,0.2,65.0
1,5,0.75,0.2,0.8,0.2,0.2,71.6
1,5,0.75,0.45,0.8,0.2,0.2,67.1
1,5,0.75,0.7,0.8,0.2,0.2,62.6
1,5,0.75,0.9,0.8,0.2,0.2,59.0
1,5,0.9,0.2,0.8,0.2,0.2,67.99999999999999
1,5,0.9,0.45,0.8,0.2,0.2,63.5
1,5,0.9,0.7,0.8,0.2,0.2,59.0
1,5,0.9,0.9,0.8,0.2,0.2,55.4
1,6,0.25,0.2,0.3,0.3,0.3,76.20000000000002
1,6,0.25,0.45,0.3,0.3,0.3,71.7
1,6,0.25,0.7,0.3,0.3,0.3,67.2
1,6,0.25,0.9,0.3,0.3,0.3,63.599999999999994
1,6,0.5,0.2,0.3,0.3,0.3,70.2
1,6,0.5,0.45,0.3,0.3,0.3,65.7
1,6,0.5,0.7,0.3,0.3,0.3,61.199999999999996
1,6,0.5,0.9,0.3,0.3,0.3,57.599999999999994
1,6,0.75,0.2,0.3,0.3,0.3,64.2
1,6,0.75,0.45,0.3,0.3,0.3,59.699999999999996
1,6,0.75,0.7,0.3,0.3,0.3,55.199999999999996
1,6,0.75,0.9,0.3,0.3,0.3,51.599999999999994
1,6,0.9,0.2,0.3,0.3,0.3,60.599999999999994
1,6,0.9,0.45,0.3,0.3,0.3,56.099999999999994
1,6,0.9,0.7,0.3,0.3,0.3,51.599999999999994
1,6,0.9,0.9,0.3,0.3,0.3,47.99999999999999
2,0,0.25,0.2,0.6,0.2,0.4,83.2
2,0,0.25,0.45,0.6,0.2,0.4,78.7
2,0,0.25,0.7,0.6,0.2,0.4,74.2
2,0,0.25,0.9,0.6,0.2,0.4,70.6
2,0,0.5,0.2,0.6,0.2,0.4,77.2
2,0,0.5,0.45,0.6,0.2,0.4,72.7
2,0,0.5,0.7,0.6,0.2,0.4,68.2
2,0,0.5,0.9,0.6,0.2,0.4,64.6
2,0,0.75,0.2,0.6,0.2,0.4,71.2
2,0,0.75,0.45,0.6,0.2,0.4,66.7
2,0,0.75,0.7,0.6,0.2,0.4,62.2
2,0,0.75,0.9,0.6,0.2,0.4,58.6
2,0,0.9,0.2,0.6,0.2,0.4,67.6
2,0,0.9,0.45,0.6,0.2,0.4,63.1
2,0,0.9,0.7,0.6,0.2,0.4,58.6
2,0,0.9,0.9,0.6,0.2,0.4,55.0
2,1,0.25,0.2,0.1,0.3,0.0,66.80000000000001
2,1,0.25,0.45,0.1,0.3,0.0,62.3
2,1,0.25,0.7,0.1,0.3,0.0,57.8
2,1,0.25,0.9,0.1,0.3,0.0,54.199999999999996
2,1,0.5,0.2,0.1,0.3,0.0,60.8
2,1,0.5,0.45,0.1,0.3,0.0,56.3
2,1,0.5,0.7,0.1,0.3,0.0,51.8
2,1,0.5,0.9,0.1,0.3,0.0,48.199999999999996
2,1,0.75,0.2,0.1,0.3,0.0,54.8
2,1,0.75,0.45,0.1,0.3,0.0,50.3
2,1,0.75,0.7,0.1,0.3,0.0,45.8
2,1,0.75,0.9,0.1,0.3,0.0,42.199999999999996
2,1,0.9,0.2,0.1,0.3,0.0,51.199999999999996
2,1,0.9,0.45,0.1,0.3,0.0,46.699999999999996
2,1,0.9,0.7,0.1,0.3,0.0,42.199999999999996
2,1,0.9,0.9,0.1,0.3,0.0,38.599999999999994
2,2,0.25,0.2,0.6,0.0,0.1,76.2
2,2,0.25,0.45,0.6,0.0,0.1,71.7
2,2,0.25,0.7,0.6,0.0,0.1,67.2
2,2,0.25,0.9,0.6,0.0,0.1,63.599999999999994
2,2,0.5,0.2,0.6,0.0,0.1,70.2
2,2,0.5,0.45,0.6,0.0,0.1,65.7
2,2,0.5,0.7,0.6,0.0,0.1,61.199999999999996
2,2,0.5,0.9,0.6,0.0,0.1,57.599999999999994
2,2,0.75,0.2,0.6,0.0,0.1,64.2
2,2,0.75,0.45,0.6,0.0,0.1,59.699999999999996
2,2,0.75,0.7,0.6,0.0,0.1,55.199999999999996
2,2,0.75,0.9,0.6,0.0,0.1,51.599999999999994
2,2,0.9,0.2,0.6,0.0,0.1,60.599999999999994
2,2,0.9,0.45,0.6,0.0,0.1,56.099999999999994
2,2,0.9,0.7,0.6,0.0,0.1,51.599999999999994
2,2,0.9,0.9,0.6,0.0,0.1,47.99999999999999
2,3,0.25,0.2,0.1,0.1,0.2,68.8
2,3,0.25,0.45,0.1,0.1,0.2,64.3
2,3,0.25,0.7,0.1,0.1,0.2,59.8
2,3,0.25,0.9,0.1,0.1,0.2,56.199999999999996
2,3,0.5,0.2,0.1,0.1,0.2,62.8
2,3,0.5,0.45,0.1,0.1,0.2,58.3
2,3,0.5,0.7,0.1,0.1,0.2,53.8
2,3,0.5,0.9,0.1,0.1,0.2,50.199999999999996
2,3,0.75,0.2,0.1,0.1,0.2,56.8
2,3,0.75,0.45,0.1,0.1,0.2,52.3
2,3,0.75,0.7,0.1,0.1,0.2,47.8
2,3,0.75,0.9,0.1,0.1,0.2,44.199999999999996
2,3,0.9,0.2,0.1,0.1,0.2,53.199999999999996
2,3,0.9,0.45,0.1,0.1,0.2,48.699999999999996
2,3,0.9,0.7,0.1,0.1,0.2,44.199999999999996
2,3,0.9,0.9,0.1,0.1,0.2,40.599999999999994
2,4,0.25,0.2,0.6,0.2,0.3,81.4
2,4,0.25,0.45,0.6,0.2,0.3,76.9
2,4,0.25,0.7,0.6,0.2,0.3,72.4
2,4,0.25,0.9,0.6,0.2,0.3,68.8
2,4,0.5,0.2,0.6,0.2,0.3,75.4
2,4,0.5,0.45,0.6,0.2,0.3,70.9
2,4,0.5,0.7,0.6,0.2,0.3,66.4
2,4,0.5,0.9,0.6,0.2,0.3,62.8
2,4,0.75,0.2,0.6,0.2,0.3,69.4
2,4,0.75,0.45,0.6,0.2,0.3,64.9
2,4,0.75,0.7,0.6,0.2,0.3,60.4
2,4,0.75,0.9,0.6,0.2,0.3,56.8
2,4,0.9,0.2,0.6,0.2,0.3,65.8
2,4,0.9,0.45,0.6,0.2,0.3,61.3
2,4,0.9,0.7,0.6,0.2,0.3,56.8
2,4,0.9,0.9,0.6,0.2,0.3,53.199999999999996
2,5,0.25,0.2,0.1,0.3,0.4,74.00000000000001
2,5,0.25,0.45,0.1,0.3,0.4,69.5
2,5,0.25,0.7,0.1,0.3,0.4,65.0
2,5,0.25,0.9,0.1,0.3,0.4,61.4
2,5,0.5,0.2,0.1,0.3,0.4,68.0
2,5,0.5,0.45,0.1,0.3,0.4,63.5
2,5,0.5,0.7,0.1,0.3,0.4,59.0
2,5,0.5,0.9,0.1,0.3,0.4,55.4
2,5,0.75,0.2,0.1,0.3,0.4,62.0
2,5,0.75,0.45,0.1,0.3,0.4,57.5
2,5,0.75,0.7,0.1,0.3,0.4,53.0
2,5,0.75,0.9,0.1,0.3,0.4,49.4
2,5,0.9,0.2,0.1,0.3,0.4,58.4
2,5,0.9,0.45,0.1,0.3,0.4,53.9
2,5,0.9,0.7,0.1,0.3,0.4,49.4
2,5,0.9,0.9,0.1,0.3,0.4,45.8
2,6,0.25,0.2,0.6,0.0,0.0,74.4
2,6,0.25,0.45,0.6,0.0,0.0,69.9
2,6,0.25,0.7,0.6,0.0,0.0,65.4
2,6,0.25,0.9,0.6,0.0,0.0,61.8
2,6,0.5,0.2,0.6,0.0,0.0,68.4
2,6,0.5,0.45,0.6,0.0,0.0,63.9
2,6,0.5,0.7,0.6,0.0,0.0,59.4
2,6,0.5,0.9,0.6,0.0,0.0,55.8
2,6,0.75,0.2,0.6,0.0,0.0,62.4
2,6,0.75,0.45,0.6,0.0,0.0,57.9
2,6,0.75,0.7,0.6,0.0,0.0,53.4
2,6,0.75,0.9,0.6,0.0,0.0,49.8
2,6,0.9,0.2,0.6,0.0,0.0,58.8
2,6,0.9,0.45,0.6,0.0,0.0,54.3
2,6,0.9,0.7,0.6,0.0,0.0,49.8
2,6,0.9,0.9,0.6,0.0,0.0,46.199999999999996
3,0,0.25,0.2,0.9,0.3,0.1,84.60000000000001
3,0,0.25,0.45,0.9,0.3,0.1,80.10000000000001
3,0,0.25,0.7,0.9,0.3,0.1,75.60000000000001
3,0,0.25,0.9,0.9,0.3,0.1,72.0
3,0,0.5,0.2,0.9,0.3,0.1,78.60000000000001
3,0,0.5,0.45,0.9,0.3,0.1,74.10000000000001
3,0,0.5,0.7,0.9,0.3,0.1,69.60000000000001
3,0,0.5,0.9,0.9,0.3,0.1,66.0
3,0,0.75,0.2,0.9,0.3,0.1,72.60000000000001
3,0,0.75,0.45,0.9,0.3,0.1,68.1
3,0,0.75,0.7,0.9,0.3,0.1,63.599999999999994
3,0,0.75,0.9,0.9,0.3,0.1,59.99999999999999
3,0,0.9,0.2,0.9,0.3,0.1,69.0
3,0,0.9,0.45,0.9,0.3,0.1,64.5
3,0,0.9,0.7,0.9,0.3,0.1,59.99999999999999
3,0,0.9,0.9,0.9,0.3,0.1,56.39999999999999
3,1,0.25,0.2,0.4,0.0,0.2,74.0
3,1,0.25,0.45,0.4,0.0,0.2,69.5
3,1,0.25,0.7,0.4,0.0,0.2,65.0
3,1,0.25,0.9,0.4,0.0,0.2,61.4
3,1,0.5,0.2,0.4,0.0,0.2,68.0
3,1,0.5,0.45,0.4,0.0,0.2,63.5
3,1,0.5,0.7,0.4,0.0,0.2,59.0
3,1,0.5,0.9,0.4,0.0,0.2,55.4
3,1,0.75,0.2,0.4,0.0,0.2,62.0
3,1,0.75,0.45,0.4,0.0,0.2,57.5
3,1,0.75,0.7,0.4,0.0,0.2,53.0
3,1,0.75,0.9,0.4,0.0,0.2,49.4
3,1,0.9,0.2,0.4,0.0,0.2,58.4
3,1,0.9,0.45,0.4,0.0,0.2,53.9
3,1,0.9,0.7,0.4,0.0,0.2,49.4
3,1,0.9,0.9,0.4,0.0,0.2,45.8
3,2,0.25,0.2,0.9,0.1,0.3,86.60000000000001
3,2,0.25,0.45,0.9,0.1,0.3,82.10000000000001
3,2,0.25,0.7,0.9,0.1,0.3,77.60000000000001
3,2,0.25,0.9,0.9,0.1,0.3,74.0
3,2,0.5,0.2,0.9,0.1,0.3,80.60000000000001
3,2,0.5,0.45,0.9,0.1,0.3,76.10000000000001
3,2,0.5,0.7,0.9,0.1,0.3,71.60000000000001
3,2,0.5,0.9,0.9,0.1,0.3,68.0
3,2,0.75,0.2,0.9,0.1,0.3,74.60000000000001
3,2,0.75,0.45,0.9,0.1,0.3,70.10000000000001
3,2,0.75,0.7,0.9,0.1,0.3,65.6
3,2,0.75,0.9,0.9,0.1,0.3,61.99999999999999
3,2,0.9,0.2,0.9,0.1,0.3,71.0
3,2,0.9,0.45,0.9,0.1,0.3,66.5
3,2,0.9,0.7,0.9,0.1,0.3,61.99999999999999
3,2,0.9,0.9,0.9,0.1,0.3,58.39999999999999
3,3,0.25,0.2,0.4,0.2,0.4,79.2
3,3,0.25,0.45,0.4,0.2,0.4,74.7
3,3,0.25,0.7,0.4,0.2,0.4,70.2
3,3,0.25,0.9,0.4,0.2,0.4,66.6
3,3,0.5,0.2,0.4,0.2,0.4,73.2
3,3,0.5,0.45,0.4,0.2,0.4,68.7
3,3,0.5,0.7,0.4,0.2,0.4,64.2
3,3,0.5,0.9,0.4,0.2,0.4,60.6
3,3,0.75,0.2,0.4,0.2,0.4,67.2
3,3,0.75,0.45,0.4,0.2,0.4,62.7
3,3,0.75,0.7,0.4,0.2,0.4,58.2
3,3,0.75,0.9,0.4,0.2,0.4,54.6
3,3,0.9,0.2,0.4,0.2,0.4,63.6
3,3,0.9,0.45,0.4,0.2,0.4,59.1
3,3,0.9,0.7,0.4,0.2,0.4,54.6
3,3,0.9,0.9,0.4,0.2,0.4,51.0
3,4,0.25,0.2,0.9,0.3,0.0,82.80000000000001
3,4,0.25,0.45,0.9,0.3,0.0,78.30000000000001
3,4,0.25,0.7,0.9,0.3,0.0,73.80000000000001
3,4,0.25,0.9,0.9,0.3,0.0,70.2
3,4,0.5,0.2,0.9,0.3,0.0,76.80000000000001
3,4,0.5,0.45,0.9,0.3,0.0,72.30000000000001
3,4,0.5,0.7,0.9,0.3,0.0,67.80000000000001
3,4,0.5,0.9,0.9,0.3,0.0,64.2
3,4,0.75,0.2,0.9,0.3,0.0,70.80000000000001
3,4,0.75,0.45,0.9,0.3,0.0,66.3
3,4,0.75,0.7,0.9,0.3,0.0,61.8
3,4,0.75,0.9,0.9,0.3,0.0,58.199999999999996
3,4,0.9,0.2,0.9,0.3,0.0,67.2
3,4,0.9,0.45,0.9,0.3,0.0,62.699999999999996
3,4,0.9,0.7,0.9,0.3,0.0,58.199999999999996
3,4,0.9,0.9,0.9,0.3,0.0,54.599999999999994
3,5,0.25,0.2,0.4,0.0,0.1,72.2
3,5,0.25,0.45,0.4,0.0,0.1,67.7
3,5,0.25,0.7,0.4,0.0,0.1,63.199999999999996
3,5,0.25,0.9,0.4,0.0,0.1,59.599999999999994
3,5,0.5,0.2,0.4,0.0,0.1,66.2
3,5,0.5,0.45,0.4,0.0,0.1,61.699999999999996
3,5,0.5,0.7,0.4,0.0,0.1,57.199999999999996
3,5,0.5,0.9,0.4,0.0,0.1,53.599999999999994
3,5,0.75,0.2,0.4,0.0,0.1,60.199999999999996
3,5,0.75,0.45,0.4,0.0,0.1,55.699999999999996
3,5,0.75,0.7,0.4,0.0,0.1,51.199999999999996
3,5,0.75,0.9,0.4,0.0,0.1,47.599999999999994
3,5,0.9,0.2,0.4,0.0,0.1,56.599999999999994
3,5,0.9,0.45,0.4,0.0,0.1,52.099999999999994
3,5,0.9,0.7,0.4,0.0,0.1,47.599999999999994
3,5,0.9,0.9,0.4,0.0,0.1,43.99999999999999
3,6,0.25,0.2,0.9,0.1,0.2,84.8
3,6,0.25,0.45,0.9,0.1,0.2,80.3
3,6,0.25,0.7,0.9,0.1,0.2,75.8
3,6,0.25,0.9,0.9,0.1,0.2,72.19999999999999
3,6,0.5,0.2,0.9,0.1,0.2,78.8
3,6,0.5,0.45,0.9,0.1,0.2,74.3
3,6,0.5,0.7,0.9,0.1,0.2,69.8
3,6,0.5,0.9,0.9,0.1,0.2,66.19999999999999
3,6,0.75,0.2,0.9,0.1,0.2,72.8
3,6,0.75,0.45,0.9,0.1,0.2,68.3
3,6,0.75,0.7,0.9,0.1,0.2,63.8
3,6,0.75,0.9,0.9,0.1,0.2,60.199999999999996
3,6,0.9,0.2,0.9,0.1,0.2,69.19999999999999
3,6,0.9,0.45,0.9,0.1,0.2,64.69999999999999
3,6,0.9,0.7,0.9,0.1,0.2,60.199999999999996
3,6,0.9,0.9,0.9,0.1,0.2,56.599999999999994
4,0,0.25,0.2,0.2,0.0,0.3,71.80000000000001
4,0,0.25,0.45,0.2,0.0,0.3,67.3
4,0,0.25,0.7,0.2,0.0,0.3,62.8
4,0,0.25,0.9,0.2,0.0,0.3,59.199999999999996
4,0,0.5,0.2,0.2,0.0,0.3,65.8
4,0,0.5,0.45,0.2,0.0,0.3,61.3
4,0,0.5,0.7,0.2,0.0,0.3,56.8
4,0,0.5,0.9,0.2,0.0,0.3,53.199999999999996
4,0,0.75,0.2,0.2,0.0,0.3,59.8
4,0,0.75,0.45,0.2,0.0,0.3,55.3
4,0,0.75,0.7,0.2,0.0,0.3,50.8
4,0,0.75,0.9,0.2,0.0,0.3,47.199999999999996
4,0,0.9,0.2,0.2,0.0,0.3,56.199999999999996
4,0,0.9,0.45,0.2,0.0,0.3,51.699999999999996
4,0,0.9,0.7,0.2,0.0,0.3,47.199999999999996
4,0,0.9,0.9,0.2,0.0,0.3,43.599999999999994
4,1,0.25,0.2,0.7,0.1,0.4,84.4
4,1,0.25,0.45,0.7,0.1,0.4,79.9
4,1,0.25,0.7,0.7,0.1,0.4,75.4
4,1,0.25,0.9,0.7,0.1,0.4,71.8
4,1,0.5,0.2,0.7,0.1,0.4,78.4
4,1,0.5,0.45,0.7,0.1,0.4,73.9
4,1,0.5,0.7,0.7,0.1,0.4,69.39999999999999
4,1,0.5,0.9,0.7,0.1,0.4,65.8
